Timestamp;Suhu Udara (°C);Kelembaban Udara (%);Suhu Tanah (°C);Kelembaban Tanah (%);pH Tanah;Nitrogen (mg/kg);Fosfor (mg/kg);Kalium (mg/kg);Status Kesuburan;Rekomendasi;Curah Hujan (mm);Lokasi
2025-08-27 09:57:59;23.1;59.1;26.4;58.6;7.00;0;0;3;Data Tidak Lengkap;Periksa sensor pH dan NPK;0.2;Eucalyptus Farm
2025-08-27 09:59:18;28.1;67.8;28.8;42.0;7.64;81;50;157;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.0;Eucalyptus Farm
2025-08-27 10:00:06;28.6;63.1;26.0;69.6;7.04;114;51;243;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.6;Eucalyptus Farm
2025-08-27 10:00:08;22.8;49.7;28.5;59.9;5.77;98;43;242;Sangat Subur;Pertahankan kondisi saat ini;9.9;Eucalyptus Farm
2025-08-27 10:00:53;26.2;62.1;28.2;66.5;6.54;122;52;326;Sangat Subur;Pertahankan kondisi saat ini;7.4;Eucalyptus Farm
2025-08-27 10:02:23;30.0;53.4;26.0;70.2;6.10;113;70;343;Sangat Subur;Pertahankan kondisi saat ini;4.9;Eucalyptus Farm
2025-08-27 10:03:10;23.6;50.9;27.0;50.3;6.60;23;162;310;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.9;Eucalyptus Farm
2025-08-27 10:03:12;24.7;48.6;30.3;47.4;7.04;109;61;211;Sangat Subur;Pertahankan kondisi saat ini;0.9;Eucalyptus Farm
2025-08-27 10:03:20;24.9;53.6;27.0;40.6;5.85;52;40;145;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-08-27 10:04:15;21.3;53.4;30.0;71.3;7.45;130;43;249;Sangat Subur;Pertahankan kondisi saat ini;2.3;Eucalyptus Farm
2025-08-27 10:05:26;21.3;56.8;27.2;66.9;5.79;50;15;234;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.3;Eucalyptus Farm
2025-08-27 10:06:00;29.6;45.4;28.4;46.6;6.12;109;51;350;Sangat Subur;Pertahankan kondisi saat ini;0.3;Eucalyptus Farm
2025-08-27 10:06:14;22.0;41.9;27.2;72.3;5.50;117;36;124;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.5;Eucalyptus Farm
2025-08-27 10:07:09;29.5;40.1;30.5;78.1;6.61;111;39;163;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.4;Eucalyptus Farm
2025-08-27 10:07:59;25.7;64.2;25.7;50.4;7.26;75;63;129;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.8;Eucalyptus Farm
2025-08-27 10:09:37;25.3;67.8;28.9;73.7;7.30;80;54;224;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.1;Eucalyptus Farm
2025-08-27 10:10:05;21.9;55.4;28.3;74.7;6.11;68;25;159;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.8;Eucalyptus Farm
2025-08-27 10:13:07;27.1;58.4;25.7;64.2;6.66;125;135;52;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.8;Eucalyptus Farm
2025-08-27 10:13:09;26.5;64.2;26.1;58.0;7.44;62;24;220;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.1;Eucalyptus Farm
2025-08-27 10:13:14;26.6;50.1;26.5;72.5;6.98;71;47;112;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.4;Eucalyptus Farm
2025-08-27 10:13:16;22.3;62.8;26.9;77.1;6.71;97;26;132;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.7;Eucalyptus Farm
2025-08-27 10:13:22;27.5;65.2;27.7;59.5;6.48;35;88;293;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.3;Eucalyptus Farm
2025-08-27 10:13:24;28.5;48.2;29.5;53.5;6.66;113;53;117;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.6;Eucalyptus Farm
2025-08-27 10:13:26;23.6;41.6;29.8;59.7;7.92;40;47;387;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.7;Eucalyptus Farm
2025-08-27 10:14:10;23.1;46.6;28.1;72.3;6.81;91;60;201;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.5;Eucalyptus Farm
2025-08-27 10:14:56;24.9;50.3;27.6;63.4;5.50;45;31;165;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.2;Eucalyptus Farm
2025-08-27 10:15:10;20.6;38.3;27.8;59.5;7.06;43;48;181;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.2;Eucalyptus Farm
2025-08-27 10:15:20;28.9;47.4;29.7;57.1;5.06;171;7;138;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.3;Eucalyptus Farm
2025-08-27 10:15:30;24.4;50.5;29.2;43.8;6.69;117;74;244;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.1;Eucalyptus Farm
2025-08-27 10:15:55;21.4;43.2;25.6;63.7;6.58;103;7;184;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.9;Eucalyptus Farm
2025-08-27 10:16:13;23.0;56.5;28.0;79.6;5.22;47;70;242;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.6;Eucalyptus Farm
2025-08-27 10:16:48;27.9;57.3;27.1;64.9;6.33;87;73;138;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.2;Eucalyptus Farm
2025-08-27 10:17:06;24.1;60.7;26.8;67.7;7.52;44;69;241;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.4;Eucalyptus Farm
2025-08-27 10:18:28;23.6;51.8;28.9;61.7;7.29;88;63;200;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.4;Eucalyptus Farm
2025-08-27 10:18:31;26.1;62.4;29.2;62.4;7.00;0;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;6.3;Eucalyptus Farm
2025-08-27 10:18:42;24.9;55.1;28.1;41.5;7.48;78;63;187;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.2;Eucalyptus Farm
2025-08-27 10:18:58;27.6;40.8;29.2;69.6;6.92;32;165;114;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.6;Eucalyptus Farm
2025-08-27 10:19:52;21.9;59.8;29.6;50.3;6.16;54;68;186;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.7;Eucalyptus Farm
2025-08-27 10:20:33;30.2;65.4;26.3;44.8;7.73;71;62;168;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.9;Eucalyptus Farm
2025-08-27 10:22:09;23.2;51.6;27.9;68.3;5.99;75;24;180;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.4;Eucalyptus Farm
2025-08-27 10:22:51;20.8;51.8;27.8;61.8;5.69;24;157;128;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.7;Eucalyptus Farm
2025-08-27 10:24:26;28.5;43.5;27.0;71.7;7.34;148;62;207;Sangat Subur;Pertahankan kondisi saat ini;1.9;Eucalyptus Farm
2025-08-27 10:24:40;26.5;63.7;26.1;67.6;8.48;157;113;393;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.1;Eucalyptus Farm
2025-08-27 10:25:16;27.2;39.2;27.5;71.6;7.15;76;53;148;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.0;Eucalyptus Farm
2025-08-27 10:25:54;27.3;60.7;29.7;58.8;5.75;84;60;338;Sangat Subur;Pertahankan kondisi saat ini;5.0;Eucalyptus Farm
2025-08-27 10:25:55;25.6;51.4;30.3;62.8;5.42;84;28;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.6;Eucalyptus Farm
2025-08-27 10:26:32;23.4;63.3;27.7;73.1;5.57;97;77;154;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-08-27 10:26:48;29.1;46.0;28.1;44.3;7.51;74;68;112;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.6;Eucalyptus Farm
2025-08-27 10:27:18;25.8;60.9;25.7;77.4;7.78;44;177;55;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.0;Eucalyptus Farm
2025-08-27 10:30:07;28.9;39.5;27.8;55.2;5.86;70;30;246;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.2;Eucalyptus Farm
2025-08-27 10:32:26;23.0;44.7;28.1;62.5;7.75;106;26;20;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.4;Eucalyptus Farm
2025-08-27 10:32:31;23.4;44.0;30.2;40.7;7.38;36;60;302;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.4;Eucalyptus Farm
2025-08-27 10:33:24;27.1;65.4;26.0;70.8;6.80;63;30;151;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.2;Eucalyptus Farm
2025-08-27 10:33:27;21.3;66.3;28.1;43.0;5.75;143;15;245;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.2;Eucalyptus Farm
2025-08-27 10:33:28;20.8;67.0;26.1;68.3;7.15;99;49;228;Sangat Subur;Pertahankan kondisi saat ini;9.7;Eucalyptus Farm
2025-08-27 10:34:28;22.5;62.6;28.7;56.8;5.77;42;24;185;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.6;Eucalyptus Farm
2025-08-27 10:35:39;26.2;57.5;26.6;62.3;7.51;96;26;186;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.6;Eucalyptus Farm
2025-08-27 10:37:15;28.0;44.0;29.8;68.6;6.44;107;48;260;Sangat Subur;Pertahankan kondisi saat ini;5.6;Eucalyptus Farm
2025-08-27 10:37:54;29.4;62.3;28.1;69.0;7.34;75;177;49;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.7;Eucalyptus Farm
2025-08-27 10:39:00;28.2;50.1;27.9;65.1;7.47;90;70;303;Sangat Subur;Pertahankan kondisi saat ini;8.7;Eucalyptus Farm
2025-08-27 10:40:37;29.4;38.7;27.2;68.9;5.55;87;34;207;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.8;Eucalyptus Farm
2025-08-27 10:41:02;30.5;43.7;27.8;57.2;5.59;114;39;225;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.0;Eucalyptus Farm
2025-08-27 10:41:32;27.3;62.9;25.7;40.9;6.23;162;5;350;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.7;Eucalyptus Farm
2025-08-27 10:42:42;25.4;46.0;29.0;72.1;5.13;102;64;247;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.4;Eucalyptus Farm
2025-08-27 10:43:09;28.4;41.4;28.2;44.1;6.52;78;27;212;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.7;Eucalyptus Farm
2025-08-27 10:43:37;29.9;46.3;27.2;68.0;7.79;114;63;221;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.7;Eucalyptus Farm
2025-08-27 10:43:43;28.2;67.1;29.2;47.0;6.73;80;79;148;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.6;Eucalyptus Farm
2025-08-27 10:44:34;28.1;46.5;27.3;75.8;7.29;101;54;332;Sangat Subur;Pertahankan kondisi saat ini;9.5;Eucalyptus Farm
2025-08-27 10:45:07;26.3;66.4;25.8;44.2;7.07;87;59;171;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.7;Eucalyptus Farm
2025-08-27 10:45:14;29.6;49.4;29.7;52.5;7.00;0;0;46;Data Tidak Lengkap;Periksa sensor pH dan NPK;5.7;Eucalyptus Farm
2025-08-27 10:49:33;27.2;52.3;28.7;41.5;7.33;70;29;106;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.2;Eucalyptus Farm
2025-08-27 10:50:30;22.0;65.5;30.5;71.2;5.38;28;114;157;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.9;Eucalyptus Farm
2025-08-27 10:50:33;23.2;52.1;29.1;57.6;7.12;103;32;163;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.1;Eucalyptus Farm
2025-08-27 10:50:48;21.2;39.7;30.1;65.9;7.27;44;47;202;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.8;Eucalyptus Farm
2025-08-27 10:50:53;27.6;64.8;30.3;60.6;5.72;35;156;339;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.0;Eucalyptus Farm
2025-08-27 10:54:17;26.0;64.5;28.3;61.4;5.50;85;38;117;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.0;Eucalyptus Farm
2025-08-27 10:54:52;26.4;47.5;25.9;48.9;6.28;80;53;240;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.9;Eucalyptus Farm
2025-08-27 10:55:55;27.7;46.5;27.1;40.8;5.13;110;57;165;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.6;Eucalyptus Farm
2025-08-27 10:57:07;22.7;59.9;28.0;56.6;5.56;65;72;178;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.7;Eucalyptus Farm
2025-08-27 10:57:16;21.2;62.9;28.3;66.8;5.87;91;66;235;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.0;Eucalyptus Farm
2025-08-27 10:57:27;28.2;45.9;30.2;68.8;5.66;72;72;183;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.5;Eucalyptus Farm
2025-08-27 10:57:57;22.9;66.3;28.5;44.2;6.50;104;28;221;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.7;Eucalyptus Farm
2025-08-27 10:58:36;21.0;66.4;27.1;57.7;5.21;25;55;212;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.1;Eucalyptus Farm
2025-08-27 10:58:49;27.6;43.7;27.3;44.2;5.36;65;27;167;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.3;Eucalyptus Farm
2025-08-27 10:59:17;21.1;49.9;30.3;61.6;5.36;91;30;234;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.9;Eucalyptus Farm
2025-08-27 11:00:05;29.8;60.1;26.9;50.1;6.89;128;66;346;Sangat Subur;Pertahankan kondisi saat ini;0.1;Eucalyptus Farm
2025-08-27 11:00:17;22.0;67.8;30.1;61.6;6.54;150;62;232;Sangat Subur;Pertahankan kondisi saat ini;8.4;Eucalyptus Farm
2025-08-27 11:01:33;21.6;42.4;27.6;47.8;7.42;101;52;112;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.3;Eucalyptus Farm
2025-08-27 11:02:01;22.2;51.1;27.8;71.6;6.96;98;31;121;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.0;Eucalyptus Farm
2025-08-27 11:02:45;21.4;52.4;29.1;62.7;7.00;0;0;70;Data Tidak Lengkap;Periksa sensor pH dan NPK;2.0;Eucalyptus Farm
2025-08-27 11:02:46;26.9;56.0;29.0;54.5;5.61;99;70;230;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.2;Eucalyptus Farm
2025-08-27 11:03:36;20.8;63.6;28.9;50.6;7.01;32;125;299;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.9;Eucalyptus Farm
2025-08-27 11:04:53;21.1;52.6;26.0;49.9;7.43;82;37;107;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.2;Eucalyptus Farm
2025-08-27 11:05:11;29.6;44.5;25.7;52.2;5.03;41;165;278;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;7.0;Eucalyptus Farm
2025-08-27 11:05:51;28.7;50.5;25.9;50.9;6.79;104;79;203;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.8;Eucalyptus Farm
2025-08-27 11:07:32;30.0;46.5;27.4;43.7;7.00;22;0;67;Data Tidak Lengkap;Periksa sensor pH dan NPK;1.1;Eucalyptus Farm
2025-08-27 11:07:41;25.5;41.2;28.8;72.9;7.05;131;51;212;Sangat Subur;Pertahankan kondisi saat ini;3.8;Eucalyptus Farm
2025-08-27 11:08:04;24.0;63.4;30.2;74.6;4.23;52;139;239;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.7;Eucalyptus Farm
2025-08-27 11:08:16;22.1;62.5;29.7;60.3;6.07;126;67;313;Sangat Subur;Pertahankan kondisi saat ini;0.1;Eucalyptus Farm
2025-08-27 11:08:30;21.5;50.9;26.6;60.6;7.82;101;63;207;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.5;Eucalyptus Farm
2025-08-27 11:08:32;22.1;46.3;25.8;68.2;6.17;61;57;216;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.4;Eucalyptus Farm
2025-08-27 11:09:23;26.3;48.4;29.6;58.7;5.50;75;50;192;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.8;Eucalyptus Farm
2025-08-27 11:09:54;28.1;43.2;28.0;55.9;6.24;88;61;225;Sangat Subur;Pertahankan kondisi saat ini;1.5;Eucalyptus Farm
2025-08-27 11:10:11;21.6;53.5;28.4;47.0;5.53;46;75;109;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.6;Eucalyptus Farm
2025-08-27 11:10:47;29.8;64.0;26.7;71.1;7.91;109;72;186;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.1;Eucalyptus Farm
2025-08-27 11:11:34;29.3;49.1;25.9;78.3;8.44;120;24;198;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;4.4;Eucalyptus Farm
2025-08-27 11:12:14;21.2;46.7;29.9;45.9;7.92;56;22;143;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.1;Eucalyptus Farm
2025-08-27 11:13:09;28.6;46.0;26.6;73.0;6.67;120;49;187;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.9;Eucalyptus Farm
2025-08-27 11:14:09;21.6;67.9;26.4;63.8;5.50;50;52;120;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.1;Eucalyptus Farm
2025-08-27 11:14:13;24.7;54.8;26.4;57.9;5.62;25;63;214;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.0;Eucalyptus Farm
2025-08-27 11:16:14;24.7;49.6;28.2;73.7;5.18;78;38;227;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.8;Eucalyptus Farm
2025-08-27 11:17:15;25.5;55.9;25.8;70.0;7.30;112;70;229;Sangat Subur;Pertahankan kondisi saat ini;2.1;Eucalyptus Farm
2025-08-27 11:17:17;20.7;54.5;29.8;59.0;5.50;44;57;232;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.0;Eucalyptus Farm
2025-08-27 11:18:42;24.0;56.8;29.4;65.9;7.72;104;35;186;Sedang;Pantau dan sesuaikan pupuk jika perlu;7.5;Eucalyptus Farm
2025-08-27 11:18:58;21.1;49.9;27.9;58.1;6.59;101;73;122;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.7;Eucalyptus Farm
2025-08-27 11:19:24;27.3;49.9;29.3;58.2;7.80;85;43;128;Sedang;Pantau dan sesuaikan pupuk jika perlu;4.1;Eucalyptus Farm
2025-08-27 11:19:29;26.2;48.5;29.7;59.7;7.78;53;30;175;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.1;Eucalyptus Farm
2025-08-27 11:20:39;24.3;38.0;27.7;51.1;7.64;160;15;205;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;1.0;Eucalyptus Farm
2025-08-27 11:22:41;24.8;67.8;26.0;71.2;7.30;92;67;209;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.7;Eucalyptus Farm
2025-08-27 11:23:03;28.6;48.6;28.7;49.8;7.38;43;38;188;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.1;Eucalyptus Farm
2025-08-27 11:23:05;24.6;66.0;25.7;48.4;6.85;117;29;104;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.7;Eucalyptus Farm
2025-08-27 11:23:26;26.3;49.1;27.7;61.5;5.47;75;39;234;Sedang;Pantau dan sesuaikan pupuk jika perlu;2.0;Eucalyptus Farm
2025-08-27 11:24:09;29.8;52.5;27.1;71.6;7.67;93;28;232;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.8;Eucalyptus Farm
2025-08-27 11:25:23;25.2;41.4;27.9;76.8;6.73;91;50;215;Sangat Subur;Pertahankan kondisi saat ini;5.2;Eucalyptus Farm
2025-08-27 11:26:23;22.8;44.4;29.5;47.5;8.00;84;80;119;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.7;Eucalyptus Farm
2025-08-27 11:27:48;27.0;58.6;29.4;52.5;5.68;191;14;318;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;5.7;Eucalyptus Farm
2025-08-27 11:28:53;22.1;67.7;30.4;71.8;6.73;101;51;183;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.6;Eucalyptus Farm
2025-08-27 11:31:06;28.6;62.9;28.3;52.2;6.68;145;18;160;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.2;Eucalyptus Farm
2025-08-27 11:31:25;25.7;60.0;25.5;58.7;7.21;98;70;237;Sangat Subur;Pertahankan kondisi saat ini;3.0;Eucalyptus Farm
2025-08-27 11:31:28;22.0;67.6;30.3;40.2;6.78;137;47;238;Sangat Subur;Pertahankan kondisi saat ini;9.5;Eucalyptus Farm
2025-08-27 11:32:37;27.2;66.8;28.5;62.4;5.24;83;80;157;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.1;Eucalyptus Farm
2025-08-27 11:32:55;29.9;57.9;25.9;54.2;6.21;88;64;204;Sedang;Pantau dan sesuaikan pupuk jika perlu;5.5;Eucalyptus Farm
2025-08-27 11:34:34;29.6;42.9;28.7;72.4;6.17;134;68;257;Sangat Subur;Pertahankan kondisi saat ini;9.5;Eucalyptus Farm
2025-08-27 11:35:13;29.2;58.3;30.5;43.7;7.88;34;30;249;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.4;Eucalyptus Farm
2025-08-27 11:35:46;29.3;64.6;30.3;74.7;6.34;33;120;394;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;0.0;Eucalyptus Farm
2025-08-27 11:36:30;23.5;40.0;26.6;49.9;6.99;124;66;204;Sangat Subur;Pertahankan kondisi saat ini;4.8;Eucalyptus Farm
2025-08-27 11:37:47;23.8;40.8;30.5;50.7;4.55;73;91;237;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.5;Eucalyptus Farm
2025-08-27 11:38:41;30.4;44.8;27.1;79.4;6.41;103;72;110;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.3;Eucalyptus Farm
2025-08-27 11:39:28;28.7;51.5;28.5;75.8;5.46;171;114;7;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.7;Eucalyptus Farm
2025-08-27 11:39:44;25.9;43.1;29.3;79.4;5.59;98;76;200;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.5;Eucalyptus Farm
2025-08-27 11:40:45;27.4;47.4;25.8;68.1;6.23;92;48;122;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.1;Eucalyptus Farm
2025-08-27 11:41:24;20.8;55.7;28.1;51.3;7.98;113;72;228;Sedang;Pantau dan sesuaikan pupuk jika perlu;0.4;Eucalyptus Farm
2025-08-27 11:41:36;29.6;50.3;30.3;74.6;4.57;102;107;319;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;3.0;Eucalyptus Farm
2025-08-27 11:43:23;21.1;39.6;27.6;77.3;8.65;196;75;354;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.9;Eucalyptus Farm
2025-08-27 11:43:27;21.0;45.3;29.5;42.0;5.76;28;191;121;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.6;Eucalyptus Farm
2025-08-27 11:43:37;30.0;63.4;30.1;72.6;5.80;128;45;244;Sangat Subur;Pertahankan kondisi saat ini;1.1;Eucalyptus Farm
2025-08-27 11:43:37;22.0;56.5;26.3;63.1;7.97;76;99;208;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;8.3;Eucalyptus Farm
2025-08-27 11:44:06;21.5;52.6;26.8;51.4;7.11;115;48;344;Sangat Subur;Pertahankan kondisi saat ini;3.1;Eucalyptus Farm
2025-08-27 11:44:39;24.5;58.6;29.6;56.7;7.81;114;71;167;Sedang;Pantau dan sesuaikan pupuk jika perlu;3.1;Eucalyptus Farm
2025-08-27 11:45:00;23.3;53.0;25.7;47.4;5.05;164;101;293;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.3;Eucalyptus Farm
2025-08-27 11:45:45;23.9;58.8;29.3;74.1;5.80;195;140;45;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;9.7;Eucalyptus Farm
2025-08-27 11:49:33;30.2;66.3;29.4;54.2;6.60;88;50;238;Sangat Subur;Pertahankan kondisi saat ini;4.1;Eucalyptus Farm
2025-08-27 11:50:08;21.0;63.9;27.2;76.0;7.01;42;49;201;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.4;Eucalyptus Farm
2025-08-27 11:51:17;28.3;46.1;28.0;51.4;6.76;129;55;293;Sangat Subur;Pertahankan kondisi saat ini;1.3;Eucalyptus Farm
2025-08-27 11:52:11;22.7;64.2;26.8;48.2;7.62;122;36;227;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;2.6;Eucalyptus Farm
2025-08-27 11:52:29;25.5;61.0;27.9;46.0;5.52;53;39;240;Sedang;Pantau dan sesuaikan pupuk jika perlu;6.5;Eucalyptus Farm
2025-08-27 11:53:06;28.4;65.4;26.3;72.7;7.82;102;35;116;Sedang;Pantau dan sesuaikan pupuk jika perlu;9.3;Eucalyptus Farm
2025-08-27 11:53:12;24.8;45.4;29.6;72.0;6.04;92;59;301;Sangat Subur;Pertahankan kondisi saat ini;6.9;Eucalyptus Farm
2025-08-27 11:53:59;22.2;59.4;29.6;44.0;5.78;121;59;282;Sangat Subur;Pertahankan kondisi saat ini;2.4;Eucalyptus Farm
2025-08-27 11:54:29;23.9;49.4;29.9;56.2;6.41;107;140;89;Kurang Subur;Tambah pupuk sesuai kekurangan (N, P, K) dan perbaiki pH;6.2;Eucalyptus Farm
2025-08-27 11:54:35;28.6;39.0;27.8;65.9;5.15;52;26;247;Sedang;Pantau dan sesuaikan pupuk jika perlu;8.3;Eucalyptus Farm
2025-08-27 11:54:58;22.8;50.1;28.2;71.7;6.73;150;42;265;Sangat Subur;Pertahankan kondisi saat ini;5.5;Eucalyptus Farm
2025-08-27 11:56:12;27.9;42.2;29.9;63.3;6.39;120;56;184;Sedang;Pantau dan sesuaikan pupuk jika perlu;1.3;Eucalyptus Farm
2025-08-27 11:56:47;24.7;59.6;27.4;74.8;6.80;125;53;337;Sangat Subur;Pertahankan kondisi saat ini;7.3;Eucalyptus Farm
2025-08-27 11:57:23;24.1;39.7;28.7;62.8;7.00;18;0;0;Data Tidak Lengkap;Periksa sensor pH dan NPK;1.1;Eucalyptus Farm
